NUMBER_OF_SALES,NUMBER_OF_UNIQUE_PRODUCT,NUMBER_OF_SHOPS,STORE_LOCATION,PRODUCT_DETAIL,PRODUCT_CATEGORY,PRODUCT_TYPE,PURCHASE_DATE,DAY_NAME,MONTH_NAME,DAY_OF_MONTH,MONTH_ID,YEAR,HOUR_OF_DAY,AVG_REVENUE,TOTAL_REVENUE,NUMBER_OF_UNITS_SOLD,TRANSACTIONS,TIME_BUCKETS,DAY_CLASSIFICATION
1,1,1,Hell's Kitchen,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,2023-04-29,Sat,Apr,29,202304,2023,19,3,2.50,1,1,Evening,Weekend
1,1,1,Lower Manhattan,Jumbo Savory Scone,Bakery,Scone,2023-04-30,Sun,Apr,30,202304,2023,6,4,3.75,1,1,Morning,Weekend
1,1,1,Astoria,Ethiopia Rg,Coffee,Gourmet brewed coffee,2023-04-30,Sun,Apr,30,202304,2023,8,6,6.00,2,1,Morning,Weekend
1,1,1,Hell's Kitchen,Lemon Grass Lg,Tea,Brewed herbal tea,2023-04-30,Sun,Apr,30,202304,2023,8,3,3.00,1,1,Morning,Weekend
2,1,1,Astoria,Oatmeal Scone,Bakery,Scone,2023-04-30,Sun,Apr,30,202304,2023,9,6,6.00,2,2,Morning,Weekend
3,1,1,Hell's Kitchen,Serenity Green Tea Lg,Tea,Brewed Green tea,2023-04-30,Sun,Apr,30,202304,2023,9,15,15.00,5,3,Morning,Weekend
2,1,1,Hell's Kitchen,Peppermint Rg,Tea,Brewed herbal tea,2023-04-30,Sun,Apr,30,202304,2023,9,8,7.50,3,2,Morning,Weekend
1,1,1,Astoria,Serenity Green Tea,Loose Tea,Green tea,2023-04-30,Sun,Apr,30,202304,2023,10,9,9.25,1,1,Morning,Weekend
1,1,1,Lower Manhattan,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,2023-04-30,Sun,Apr,30,202304,2023,10,3,2.50,1,1,Morning,Weekend
3,1,1,Lower Manhattan,Ethiopia Lg,Coffee,Gourmet brewed coffee,2023-04-30,Sun,Apr,30,202304,2023,10,21,21.00,6,3,Morning,Weekend
1,1,1,Hell's Kitchen,Ethiopia Rg,Coffee,Gourmet brewed coffee,2023-04-30,Sun,Apr,30,202304,2023,12,3,3.00,1,1,Afternoon,Weekend
1,1,1,Astoria,Oatmeal Scone,Bakery,Scone,2023-04-30,Sun,Apr,30,202304,2023,13,3,3.00,1,1,Afternoon,Weekend
1,1,1,Hell's Kitchen,Hazelnut Biscotti,Bakery,Biscotti,2023-04-30,Sun,Apr,30,202304,2023,18,3,3.25,1,1,Evening,Weekend
1,1,1,Lower Manhattan,Ginger Scone,Bakery,Scone,2023-04-30,Sun,Apr,30,202304,2023,18,3,3.25,1,1,Evening,Weekend
1,1,1,Lower Manhattan,Lemon Grass Rg,Tea,Brewed herbal tea,2023-04-30,Sun,Apr,30,202304,2023,19,5,5.00,2,1,Evening,Weekend
1,1,1,Hell's Kitchen,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,2023-05-01,Mon,May,1,202305,2023,10,3,2.50,1,1,Morning,Weekday
3,1,1,Lower Manhattan,Ethiopia Rg,Coffee,Gourmet brewed coffee,2023-05-01,Mon,May,1,202305,2023,10,12,12.00,4,3,Morning,Weekday
2,1,1,Hell's Kitchen,Latte,Coffee,Barista Espresso,2023-05-01,Mon,May,1,202305,2023,11,15,15.00,4,2,Morning,Weekday
1,1,1,Lower Manhattan,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,2023-05-01,Mon,May,1,202305,2023,11,6,6.20,2,1,Morning,Weekday
3,1,1,Lower Manhattan,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,2023-05-01,Mon,May,1,202305,2023,12,13,12.50,5,3,Afternoon,Weekday
1,1,1,Hell's Kitchen,Ethiopia Lg,Coffee,Gourmet brewed coffee,2023-05-01,Mon,May,1,202305,2023,12,4,3.50,1,1,Afternoon,Weekday
1,1,1,Astoria,Lemon Grass Rg,Tea,Brewed herbal tea,2023-05-01,Mon,May,1,202305,2023,13,5,5.00,2,1,Afternoon,Weekday
2,1,1,Lower Manhattan,Traditional Blend Chai Lg,Tea,Brewed Chai tea,2023-05-01,Mon,May,1,202305,2023,13,6,6.00,2,2,Afternoon,Weekday
1,1,1,Hell's Kitchen,Chocolate Chip Biscotti,Bakery,Biscotti,2023-05-01,Mon,May,1,202305,2023,13,4,3.50,1,1,Afternoon,Weekday
2,1,1,Astoria,Our Old Time Diner Blend Rg,Coffee,Drip coffee,2023-05-01,Mon,May,1,202305,2023,13,5,5.00,2,2,Afternoon,Weekday
1,1,1,Lower Manhattan,Brazilian Rg,Coffee,Organic brewed coffee,2023-05-01,Mon,May,1,202305,2023,14,3,3.00,1,1,Afternoon,Weekday
1,1,1,Astoria,English Breakfast Rg,Tea,Brewed Black tea,2023-05-01,Mon,May,1,202305,2023,15,5,5.00,2,1,Afternoon,Weekday
2,1,1,Lower Manhattan,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,2023-05-01,Mon,May,1,202305,2023,16,8,7.65,3,2,Evening,Weekday
2,1,1,Astoria,Earl Grey Lg,Tea,Brewed Black tea,2023-05-01,Mon,May,1,202305,2023,18,9,9.00,3,2,Evening,Weekday
2,1,1,Astoria,Serenity Green Tea Lg,Tea,Brewed Green tea,2023-05-01,Mon,May,1,202305,2023,19,9,9.00,3,2,Evening,Weekday
1,1,1,Lower Manhattan,Our Old Time Diner Blend Sm,Coffee,Drip coffee,2023-05-02,Tue,May,2,202305,2023,7,4,4.00,2,1,Morning,Weekday
1,1,1,Lower Manhattan,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,2023-05-02,Tue,May,2,202305,2023,9,3,3.10,1,1,Morning,Weekday
4,1,1,Lower Manhattan,Brazilian Sm,Coffee,Organic brewed coffee,2023-05-02,Tue,May,2,202305,2023,10,13,13.20,6,4,Morning,Weekday
2,1,1,Astoria,Earl Grey Lg,Tea,Brewed Black tea,2023-05-02,Tue,May,2,202305,2023,17,12,12.00,4,2,Evening,Weekday
3,1,1,Astoria,Chocolate Croissant,Bakery,Pastry,2023-05-02,Tue,May,2,202305,2023,19,11,11.25,3,3,Evening,Weekday
1,1,1,Astoria,Lemon Grass Lg,Tea,Brewed herbal tea,2023-05-02,Tue,May,2,202305,2023,19,6,6.00,2,1,Evening,Weekday
1,1,1,Lower Manhattan,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,2023-05-03,Wed,May,3,202305,2023,7,4,3.50,1,1,Morning,Weekday
1,1,1,Lower Manhattan,Ginger Biscotti,Bakery,Biscotti,2023-05-03,Wed,May,3,202305,2023,8,4,3.50,1,1,Morning,Weekday
1,1,1,Lower Manhattan,Brazilian Rg,Coffee,Organic brewed coffee,2023-05-03,Wed,May,3,202305,2023,10,6,6.00,2,1,Morning,Weekday
2,1,1,Hell's Kitchen,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,2023-05-03,Wed,May,3,202305,2023,11,5,5.00,2,2,Morning,Weekday
1,1,1,Lower Manhattan,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,2023-05-03,Wed,May,3,202305,2023,11,5,5.10,2,1,Morning,Weekday
1,1,1,Lower Manhattan,Cranberry Scone,Bakery,Scone,2023-05-03,Wed,May,3,202305,2023,12,3,3.25,1,1,Afternoon,Weekday
1,1,1,Lower Manhattan,Lemon Grass Lg,Tea,Brewed herbal tea,2023-05-03,Wed,May,3,202305,2023,12,3,3.00,1,1,Afternoon,Weekday
1,1,1,Hell's Kitchen,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,2023-05-03,Wed,May,3,202305,2023,13,5,4.75,1,1,Afternoon,Weekday
2,1,1,Lower Manhattan,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,2023-05-03,Wed,May,3,202305,2023,13,9,9.30,3,2,Afternoon,Weekday
3,1,1,Astoria,Our Old Time Diner Blend Rg,Coffee,Drip coffee,2023-05-03,Wed,May,3,202305,2023,14,10,10.00,4,3,Afternoon,Weekday
2,1,1,Hell's Kitchen,Chocolate Chip Biscotti,Bakery,Biscotti,2023-05-03,Wed,May,3,202305,2023,15,7,7.00,2,2,Afternoon,Weekday
1,1,1,Hell's Kitchen,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,2023-05-03,Wed,May,3,202305,2023,15,6,6.00,2,1,Afternoon,Weekday
1,1,1,Lower Manhattan,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,2023-05-03,Wed,May,3,202305,2023,15,5,4.90,2,1,Afternoon,Weekday
1,1,1,Hell's Kitchen,Our Old Time Diner Blend Rg,Coffee,Drip coffee,2023-05-03,Wed,May,3,202305,2023,15,3,2.50,1,1,Afternoon,Weekday
2,1,1,Lower Manhattan,Latte,Coffee,Barista Espresso,2023-05-03,Wed,May,3,202305,2023,15,11,11.25,3,2,Afternoon,Weekday
2,1,1,Astoria,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,2023-05-03,Wed,May,3,202305,2023,16,12,12.40,4,2,Evening,Weekday
2,1,1,Lower Manhattan,Peppermint Lg,Tea,Brewed herbal tea,2023-05-03,Wed,May,3,202305,2023,16,6,6.00,2,2,Evening,Weekday
2,1,1,Astoria,Ethiopia Lg,Coffee,Gourmet brewed coffee,2023-05-03,Wed,May,3,202305,2023,16,7,7.00,2,2,Evening,Weekday
1,1,1,Astoria,English Breakfast Rg,Tea,Brewed Black tea,2023-05-03,Wed,May,3,202305,2023,16,5,5.00,2,1,Evening,Weekday
1,1,1,Hell's Kitchen,Latte,Coffee,Barista Espresso,2023-05-03,Wed,May,3,202305,2023,17,4,3.75,1,1,Evening,Weekday
1,1,1,Lower Manhattan,Traditional Blend Chai Rg,Tea,Brewed Chai tea,2023-05-03,Wed,May,3,202305,2023,18,3,2.50,1,1,Evening,Weekday
1,1,1,Lower Manhattan,Earl Grey Rg,Tea,Brewed Black tea,2023-05-04,Thu,May,4,202305,2023,7,3,2.50,1,1,Morning,Weekday
1,1,1,Lower Manhattan,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,2023-05-04,Thu,May,4,202305,2023,10,4,4.00,2,1,Morning,Weekday
1,1,1,Astoria,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,2023-05-04,Thu,May,4,202305,2023,11,6,6.20,2,1,Morning,Weekday
1,1,1,Hell's Kitchen,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,2023-05-04,Thu,May,4,202305,2023,12,4,3.75,1,1,Afternoon,Weekday
3,1,1,Astoria,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,2023-05-04,Thu,May,4,202305,2023,12,18,18.00,6,3,Afternoon,Weekday
1,1,1,Lower Manhattan,Espresso shot,Coffee,Barista Espresso,2023-05-04,Thu,May,4,202305,2023,14,6,6.00,2,1,Afternoon,Weekday
1,1,1,Astoria,Ethiopia Lg,Coffee,Gourmet brewed coffee,2023-05-04,Thu,May,4,202305,2023,15,4,3.50,1,1,Afternoon,Weekday
1,1,1,Lower Manhattan,Lemon Grass Rg,Tea,Brewed herbal tea,2023-05-04,Thu,May,4,202305,2023,16,3,2.50,1,1,Evening,Weekday
1,1,1,Lower Manhattan,Traditional Blend Chai Rg,Tea,Brewed Chai tea,2023-05-04,Thu,May,4,202305,2023,16,5,5.00,2,1,Evening,Weekday
1,1,1,Astoria,Earl Grey Lg,Tea,Brewed Black tea,2023-05-04,Thu,May,4,202305,2023,16,3,3.00,1,1,Evening,Weekday
1,1,1,Astoria,Oatmeal Scone,Bakery,Scone,2023-05-04,Thu,May,4,202305,2023,17,3,3.00,1,1,Evening,Weekday
1,1,1,Hell's Kitchen,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,2023-05-05,Fri,May,5,202305,2023,8,3,2.50,1,1,Morning,Weekday
3,1,1,Lower Manhattan,Earl Grey Rg,Tea,Brewed Black tea,2023-05-05,Fri,May,5,202305,2023,8,10,10.00,4,3,Morning,Weekday
1,1,1,Lower Manhattan,Earl Grey Lg,Tea,Brewed Black tea,2023-05-05,Fri,May,5,202305,2023,9,6,6.00,2,1,Morning,Weekday
2,1,1,Hell's Kitchen,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,2023-05-05,Fri,May,5,202305,2023,9,14,13.50,3,2,Morning,Weekday
1,1,1,Hell's Kitchen,Croissant,Bakery,Pastry,2023-05-05,Fri,May,5,202305,2023,10,4,3.50,1,1,Morning,Weekday
3,1,1,Lower Manhattan,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,2023-05-05,Fri,May,5,202305,2023,10,13,12.50,5,3,Morning,Weekday
1,1,1,Lower Manhattan,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,2023-05-05,Fri,May,5,202305,2023,12,8,8.00,2,1,Afternoon,Weekday
1,1,1,Astoria,Chocolate Chip Biscotti,Bakery,Biscotti,2023-05-05,Fri,May,5,202305,2023,12,4,3.50,1,1,Afternoon,Weekday
2,1,1,Astoria,Latte,Coffee,Barista Espresso,2023-05-05,Fri,May,5,202305,2023,13,8,7.50,2,2,Afternoon,Weekday
1,1,1,Astoria,Serenity Green Tea Rg,Tea,Brewed Green tea,2023-05-05,Fri,May,5,202305,2023,14,5,5.00,2,1,Afternoon,Weekday
1,1,1,Hell's Kitchen,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,2023-05-05,Fri,May,5,202305,2023,15,5,5.00,2,1,Afternoon,Weekday
2,1,1,Hell's Kitchen,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,2023-05-05,Fri,May,5,202305,2023,17,6,6.00,3,2,Evening,Weekday
1,1,1,Astoria,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,2023-05-05,Fri,May,5,202305,2023,18,2,2.00,1,1,Evening,Weekday
4,1,1,Astoria,Lemon Grass Rg,Tea,Brewed herbal tea,2023-05-05,Fri,May,5,202305,2023,19,20,20.00,8,4,Evening,Weekday
1,1,1,Astoria,Chocolate Chip Biscotti,Bakery,Biscotti,2023-05-05,Fri,May,5,202305,2023,19,4,3.50,1,1,Evening,Weekday
3,1,1,Lower Manhattan,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,2023-05-06,Sat,May,6,202305,2023,7,13,12.50,5,3,Morning,Weekend
3,1,1,Hell's Kitchen,Ethiopia Sm,Coffee,Gourmet brewed coffee,2023-05-06,Sat,May,6,202305,2023,8,9,8.80,4,3,Morning,Weekend
1,1,1,Hell's Kitchen,Peppermint Lg,Tea,Brewed herbal tea,2023-05-06,Sat,May,6,202305,2023,11,3,3.00,1,1,Morning,Weekend
1,1,1,Astoria,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,2023-05-06,Sat,May,6,202305,2023,11,4,3.75,1,1,Morning,Weekend
1,1,1,Astoria,Chocolate Croissant,Bakery,Pastry,2023-05-06,Sat,May,6,202305,2023,11,4,3.75,1,1,Morning,Weekend
5,1,1,Lower Manhattan,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,2023-05-06,Sat,May,6,202305,2023,13,34,33.75,9,5,Afternoon,Weekend
1,1,1,Lower Manhattan,Cappuccino Lg,Coffee,Barista Espresso,2023-05-06,Sat,May,6,202305,2023,15,9,8.50,2,1,Afternoon,Weekend
1,1,1,Hell's Kitchen,Cappuccino,Coffee,Barista Espresso,2023-05-06,Sat,May,6,202305,2023,15,8,7.50,2,1,Afternoon,Weekend
1,1,1,Lower Manhattan,Our Old Time Diner Blend Sm,Coffee,Drip coffee,2023-05-06,Sat,May,6,202305,2023,16,2,2.00,1,1,Evening,Weekend
3,1,1,Hell's Kitchen,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,2023-05-06,Sat,May,6,202305,2023,16,10,10.00,5,3,Evening,Weekend
1,1,1,Hell's Kitchen,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,2023-05-06,Sat,May,6,202305,2023,16,5,4.90,2,1,Evening,Weekend
2,1,1,Astoria,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,2023-05-06,Sat,May,6,202305,2023,16,10,10.00,4,2,Evening,Weekend
1,1,1,Lower Manhattan,Cranberry Scone,Bakery,Scone,2023-05-06,Sat,May,6,202305,2023,17,3,3.25,1,1,Evening,Weekend
1,1,1,Astoria,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,2023-05-06,Sat,May,6,202305,2023,18,3,3.00,1,1,Evening,Weekend
1,1,1,Astoria,Latte,Coffee,Barista Espresso,2023-05-06,Sat,May,6,202305,2023,19,8,7.50,2,1,Evening,Weekend
2,1,1,Astoria,Latte,Coffee,Barista Espresso,2023-05-07,Sun,May,7,202305,2023,7,11,11.25,3,2,Morning,Weekend
2,1,1,Hell's Kitchen,Croissant,Bakery,Pastry,2023-05-07,Sun,May,7,202305,2023,8,7,7.00,2,2,Morning,Weekend
2,1,1,Hell's Kitchen,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,2023-05-07,Sun,May,7,202305,2023,8,10,9.50,2,2,Morning,Weekend
2,1,1,Astoria,Our Old Time Diner Blend Sm,Coffee,Drip coffee,2023-05-07,Sun,May,7,202305,2023,8,4,4.00,2,2,Morning,Weekend
1,1,1,Astoria,Scottish Cream Scone ,Bakery,Scone,2023-05-07,Sun,May,7,202305,2023,9,5,4.50,1,1,Morning,Weekend
1,1,1,Hell's Kitchen,Chocolate syrup,Flavours,Regular syrup,2023-05-07,Sun,May,7,202305,2023,9,2,1.60,2,1,Morning,Weekend
6,1,1,Hell's Kitchen,Chocolate Croissant,Bakery,Pastry,2023-05-07,Sun,May,7,202305,2023,9,23,22.50,6,6,Morning,Weekend
3,1,1,Hell's Kitchen,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,2023-05-07,Sun,May,7,202305,2023,10,13,12.75,5,3,Morning,Weekend
1,1,1,Hell's Kitchen,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,2023-05-07,Sun,May,7,202305,2023,10,5,4.90,2,1,Morning,Weekend
2,1,1,Astoria,Latte Rg,Coffee,Barista Espresso,2023-05-07,Sun,May,7,202305,2023,10,9,8.50,2,2,Morning,Weekend
1,1,1,Astoria,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,2023-05-07,Sun,May,7,202305,2023,10,3,2.50,1,1,Morning,Weekend
3,1,1,Hell's Kitchen,Cranberry Scone,Bakery,Scone,2023-05-07,Sun,May,7,202305,2023,10,10,9.75,3,3,Morning,Weekend
1,1,1,Hell's Kitchen,Oatmeal Scone,Bakery,Scone,2023-05-07,Sun,May,7,202305,2023,11,3,3.00,1,1,Morning,Weekend
3,1,1,Hell's Kitchen,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,2023-05-07,Sun,May,7,202305,2023,12,13,12.50,5,3,Afternoon,Weekend
1,1,1,Hell's Kitchen,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,2023-05-07,Sun,May,7,202305,2023,20,5,5.00,2,1,Night,Weekend
1,1,1,Hell's Kitchen,Our Old Time Diner Blend Sm,Coffee,Drip coffee,2023-05-08,Mon,May,8,202305,2023,7,2,2.00,1,1,Morning,Weekday
2,1,1,Lower Manhattan,Hazelnut syrup,Flavours,Regular syrup,2023-05-08,Mon,May,8,202305,2023,7,2,1.60,2,2,Morning,Weekday
2,1,1,Lower Manhattan,Traditional Blend Chai Lg,Tea,Brewed Chai tea,2023-05-08,Mon,May,8,202305,2023,8,12,12.00,4,2,Morning,Weekday
2,1,1,Lower Manhattan,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,2023-05-08,Mon,May,8,202305,2023,8,8,7.50,3,2,Morning,Weekday
2,1,1,Hell's Kitchen,Ethiopia Lg,Coffee,Gourmet brewed coffee,2023-05-08,Mon,May,8,202305,2023,8,14,14.00,4,2,Morning,Weekday
3,1,1,Hell's Kitchen,Croissant,Bakery,Pastry,2023-05-08,Mon,May,8,202305,2023,9,11,10.50,3,3,Morning,Weekday
2,1,1,Lower Manhattan,Earl Grey Rg,Tea,Brewed Black tea,2023-05-08,Mon,May,8,202305,2023,10,8,7.50,3,2,Morning,Weekday
3,1,1,Lower Manhattan,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,2023-05-08,Mon,May,8,202305,2023,10,12,12.00,6,3,Morning,Weekday
2,1,1,Lower Manhattan,Our Old Time Diner Blend Rg,Coffee,Drip coffee,2023-05-08,Mon,May,8,202305,2023,10,10,10.00,4,2,Morning,Weekday
1,1,1,Hell's Kitchen,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,2023-05-08,Mon,May,8,202305,2023,12,4,3.75,1,1,Afternoon,Weekday
1,1,1,Astoria,Cappuccino Lg,Coffee,Barista Espresso,2023-05-08,Mon,May,8,202305,2023,15,4,4.25,1,1,Afternoon,Weekday
1,1,1,Hell's Kitchen,Ethiopia Sm,Coffee,Gourmet brewed coffee,2023-05-08,Mon,May,8,202305,2023,18,2,2.20,1,1,Evening,Weekday
1,1,1,Astoria,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,2023-05-08,Mon,May,8,202305,2023,19,4,3.75,1,1,Evening,Weekday
1,1,1,Astoria,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,2023-05-08,Mon,May,8,202305,2023,19,2,2.45,1,1,Evening,Weekday
1,1,1,Hell's Kitchen,Ethiopia Sm,Coffee,Gourmet brewed coffee,2023-05-09,Tue,May,9,202305,2023,7,2,2.20,1,1,Morning,Weekday
2,1,1,Hell's Kitchen,Traditional Blend Chai Rg,Tea,Brewed Chai tea,2023-05-09,Tue,May,9,202305,2023,7,5,5.00,2,2,Morning,Weekday
1,1,1,Hell's Kitchen,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,2023-05-09,Tue,May,9,202305,2023,7,5,5.10,2,1,Morning,Weekday
2,1,1,Astoria,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,2023-05-09,Tue,May,9,202305,2023,8,9,9.00,2,2,Morning,Weekday
1,1,1,Astoria,Croissant,Bakery,Pastry,2023-05-09,Tue,May,9,202305,2023,8,4,3.50,1,1,Morning,Weekday
4,1,1,Lower Manhattan,Peppermint Rg,Tea,Brewed herbal tea,2023-05-09,Tue,May,9,202305,2023,8,15,15.00,6,4,Morning,Weekday
2,1,1,Hell's Kitchen,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,2023-05-09,Tue,May,9,202305,2023,8,9,9.30,3,2,Morning,Weekday
3,1,1,Hell's Kitchen,Hazelnut syrup,Flavours,Regular syrup,2023-05-09,Tue,May,9,202305,2023,8,2,2.40,3,3,Morning,Weekday
1,1,1,Lower Manhattan,Chocolate Chip Biscotti,Bakery,Biscotti,2023-05-09,Tue,May,9,202305,2023,8,4,4.38,1,1,Morning,Weekday
2,1,1,Hell's Kitchen,Latte Rg,Coffee,Barista Espresso,2023-05-09,Tue,May,9,202305,2023,9,13,12.75,3,2,Morning,Weekday
2,1,1,Lower Manhattan,Chocolate Croissant,Bakery,Pastry,2023-05-09,Tue,May,9,202305,2023,10,8,7.50,2,2,Morning,Weekday
1,1,1,Astoria,Jumbo Savory Scone,Bakery,Scone,2023-05-09,Tue,May,9,202305,2023,10,4,3.75,1,1,Morning,Weekday
1,1,1,Astoria,Earl Grey Lg,Tea,Brewed Black tea,2023-05-09,Tue,May,9,202305,2023,10,3,3.00,1,1,Morning,Weekday
2,1,1,Lower Manhattan,Croissant,Bakery,Pastry,2023-05-09,Tue,May,9,202305,2023,10,9,8.76,2,2,Morning,Weekday
2,1,1,Lower Manhattan,Ginger Scone,Bakery,Scone,2023-05-09,Tue,May,9,202305,2023,15,8,8.12,2,2,Afternoon,Weekday
1,1,1,Astoria,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,2023-05-09,Tue,May,9,202305,2023,17,4,3.75,1,1,Evening,Weekday
1,1,1,Hell's Kitchen,English Breakfast,Loose Tea,Black tea,2023-05-10,Wed,May,10,202305,2023,6,9,8.95,1,1,Morning,Weekday
1,1,1,Hell's Kitchen,Lemon Grass Lg,Tea,Brewed herbal tea,2023-05-10,Wed,May,10,202305,2023,6,3,3.00,1,1,Morning,Weekday
3,1,1,Astoria,Chocolate Chip Biscotti,Bakery,Biscotti,2023-05-10,Wed,May,10,202305,2023,7,11,10.50,3,3,Morning,Weekday
1,1,1,Lower Manhattan,Ethiopia Lg,Coffee,Gourmet brewed coffee,2023-05-10,Wed,May,10,202305,2023,7,7,7.00,2,1,Morning,Weekday
2,1,1,Hell's Kitchen,Ethiopia Sm,Coffee,Gourmet brewed coffee,2023-05-10,Wed,May,10,202305,2023,8,7,6.60,3,2,Morning,Weekday
1,1,1,Astoria,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,2023-05-10,Wed,May,10,202305,2023,8,5,5.00,2,1,Morning,Weekday
2,1,1,Astoria,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,2023-05-10,Wed,May,10,202305,2023,8,9,9.00,3,2,Morning,Weekday
4,1,1,Hell's Kitchen,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,2023-05-10,Wed,May,10,202305,2023,9,12,12.00,4,4,Morning,Weekday
3,1,1,Lower Manhattan,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,2023-05-10,Wed,May,10,202305,2023,9,19,18.75,5,3,Morning,Weekday
2,1,1,Lower Manhattan,Latte Rg,Coffee,Barista Espresso,2023-05-10,Wed,May,10,202305,2023,10,13,12.75,3,2,Morning,Weekday
1,1,1,Hell's Kitchen,Jumbo Savory Scone,Bakery,Scone,2023-05-10,Wed,May,10,202305,2023,10,4,3.75,1,1,Morning,Weekday
2,1,1,Hell's Kitchen,Ouro Brasileiro shot,Coffee,Barista Espresso,2023-05-10,Wed,May,10,202305,2023,11,9,9.00,3,2,Morning,Weekday
1,1,1,Hell's Kitchen,Chocolate syrup,Flavours,Regular syrup,2023-05-10,Wed,May,10,202305,2023,11,1,0.80,1,1,Morning,Weekday
1,1,1,Hell's Kitchen,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,2023-05-10,Wed,May,10,202305,2023,16,6,6.20,2,1,Evening,Weekday
1,1,1,Astoria,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,2023-05-10,Wed,May,10,202305,2023,19,2,2.45,1,1,Evening,Weekday
1,1,1,Lower Manhattan,Latte,Coffee,Barista Espresso,2023-05-11,Thu,May,11,202305,2023,6,4,3.75,1,1,Morning,Weekday
2,1,1,Lower Manhattan,Peppermint Rg,Tea,Brewed herbal tea,2023-05-11,Thu,May,11,202305,2023,6,8,7.50,3,2,Morning,Weekday
1,1,1,Hell's Kitchen,Serenity Green Tea Lg,Tea,Brewed Green tea,2023-05-11,Thu,May,11,202305,2023,6,6,6.00,2,1,Morning,Weekday
3,1,1,Hell's Kitchen,Hazelnut Biscotti,Bakery,Biscotti,2023-05-11,Thu,May,11,202305,2023,6,10,9.75,3,3,Morning,Weekday
1,1,1,Hell's Kitchen,Oatmeal Scone,Bakery,Scone,2023-05-11,Thu,May,11,202305,2023,7,3,3.00,1,1,Morning,Weekday
1,1,1,Lower Manhattan,Cappuccino Lg,Coffee,Barista Espresso,2023-05-11,Thu,May,11,202305,2023,7,4,4.25,1,1,Morning,Weekday
3,1,1,Astoria,Chocolate syrup,Flavours,Regular syrup,2023-05-11,Thu,May,11,202305,2023,7,4,4.00,5,3,Morning,Weekday
1,1,1,Hell's Kitchen,Ethiopia Sm,Coffee,Gourmet brewed coffee,2023-05-11,Thu,May,11,202305,2023,8,2,2.20,1,1,Morning,Weekday
1,1,1,Astoria,Almond Croissant,Bakery,Pastry,2023-05-11,Thu,May,11,202305,2023,8,4,3.75,1,1,Morning,Weekday
